author,publishedAt,likeCount,text
@hideousnorton,2025-04-03T12:40:57Z,1,"Saya setuju sih, kalo illustrator punya value lebih daripada AI pasti gak akan terusik. Macam karyawan pabrik yg punya skill lebih, gak akan terganti oleh mesin. Jadi tingkatkan skill diri jauh lebih berarti daripada berusaha membendung teknologi yg gak akan mungkin terbendung."
@gusalitwikanjana,2025-04-03T12:36:51Z,1,Tapi jujur gw gak puas untuk chatgpt ghibli karena gak sesuai ekspektasi masih bagusan gambar langsung lah
@kodenomy,2025-04-03T12:29:23Z,1,"Opini gua ya bang, untuk AI generative ini memang kontroversial.. tapi again, ini bener bener like future. ga bisa gua pungkiri, gua pun pakai AI untuk generate code ketika gua lagi develop website contohnya. gua yang belajar dari SMP, html tatabengek nya sampe munculnya AI ini.. for me membantu pake banget, gua develop jadi cepet dan gua kayak punya karyawan gua sendiri. gua bisa suruh, kapanpun gua mau.. dengan dia tulis code, gua audit, dan revisi dari gua.. lalu ya selesai gitu, jadi untuk AI Generative ini bener bener ga bisa di abaikan gitu, kayak robot misalnya.. kita gatau dunia ini bakalan kemana, kalau pekerja di beberapa pekerjaan tergantikan sama robot.. wah udah pasti lebih chaos lagi gitu bang, jadi sekarang.. buat semua orang ya kita ini wajib utilize AI, mungkin dari orang orang yang udah ada pekerjaan dan ngerasa tergantikan.. coba deh pake AI nya, atau pake AI nya buat ngajarin kita beberapa skill yang mungkin kita ga perlu cape cape ngetik di google. jadi ya.. sekarang gimana caranya kita bisa gunain AI, kek pegawai kita.. bener bener gunain mereka, bahkan lu bisa train AI (karyawan lu) untuk bisa paham sama lu.. dan juga kerja dengan baik sesuai perintah lu (prompt lu) thats it.."
@IHHTAKUTT,2025-04-03T12:22:15Z,0,Gua edit ai Ghibli cuma ngikutin Michael saylor
@OhayouSekaii,2025-04-03T12:11:07Z,0,Ini alesan gw berhenti sbg graphic designer dan animator Alhamdulillah gw masih ada skill bhs Jepang jadi bwt easy money nya gw banting stir ke interpreter. Tuntutan keluarga jg soalnya 😂 tapi sbg hobi ttep gw jalanin sesekali.
@van_arkride,2025-04-03T11:40:37Z,0,"Gua pengen AI yang bisa ngitung pajak gua, nyelesaiin laporan bulanan, dan membantu membuat hidup jadi lebih mudah"
@Cuk_Jimin,2025-04-03T11:15:29Z,0,Bacot lo no
@ariqfakhriano,2025-04-03T11:08:36Z,0,"kurang setuju gw sama opini lu gw kali ini, kurang rasional. terlalu memihak massa, ga berani beropini fakta/contra sama public"
@joelady8871,2025-04-03T10:59:13Z,0,Inget yg untung si ai karna harus subsribe
@BerkahKawanCuciMotor,2025-04-03T10:47:12Z,0,"hanya mengikuti trend, udah. semingguan juga udah bosen."
@PakSuyono-c4f,2025-04-03T10:43:15Z,0,"Masalahnya adalah karya seni terbaik hanya bisa dipahami seniman orang awam atau konsumer hanya ingin hasilnya terlihat bagus dan cantik, akan tetapi tidak tau makna dan nilai yang dibentuk oleh kerja seniman. Jadi, teknologi menyelesaikan kebutuhan akan hasil instan yang bagus dan cantik sesuai kebutuhan konsumer yang kebanyakan tidak tau makna dan nilai seni."
@surya_culya,2025-04-03T10:35:22Z,0,Inilah saatnya para programer muncul ke puncak untuk menawarkan jasa blocking website AI terhadap perusahaan yg dirugikan dgn munculnya fenomena ini
@jashinchan1223,2025-04-03T10:17:28Z,0,"1:49 Setuju aku juga ada anime yg gk tertarik seperti Naruto,attack on Titan,one piece , kimetsu,sama apa tu yg anime baju hitam rambut putih tutup 2 mata😂gak suka bukan berarti animenya jelek..animenya bagus kok cuma bukan selera aku aja..yg penting jgn menghina kesukaan org lain"
@Hakaishaaa,2025-04-03T10:07:55Z,0,"Sebagai progamer gua senang AI bisa berkembang pesat tapi tetap gua berpegang teguh kalau AI dibuat untuk membantu kehidupan manusia bukan malah mengambil kehidupan mereka,Sejauh ini memang perkembangan AI sudah sangat pesat,Tapi tetap karya asli gak akan bisa tergantikan oleh Artificial intelligence atau kecerdasan buatan.mereka diciptakan oleh manusia, tujuan penciptaannya pastilah untuk menopang dan membantu pekerjaan pembuat nya(manusia itu sendiri),Yang namanya barang buatan gak akan pernah bisa menggantikan pembuat nya sama seperti konsep manusia dan Tuhan di setiap agama dimana ciptaan(manusia)sehebat apapun tidak akan bisa menggantikan penciptanya(Tuhan)"
@Meow-r2z,2025-04-03T09:31:25Z,0,Sebagai programmer gue malah seneng smkin canggih Ai 😁 apalagi sebagai data analyst 😚
@baguwes,2025-04-03T09:21:56Z,0,"kita gak bisa menolak kemajuan teknologi bang, nokia dan blackberry hilang karna menolak kemajuan teknologi, sekelas china yang ketat dalam penggunaan teknologi aja bikin AI kayak DeepSeek, QWEN dan lain-lain.

Opini gw pribadi, selama pekerjaan itu masih melibatkan perasaan (Artis), gw rasa gak bakal bisa di gantiin AI sih."
@ZERO-DELTA277,2025-04-03T09:05:43Z,0,"Dalam hal ini Miyazaki benar, karya seni yang bukan dari effort manusia bukan karya seni yang sesungguhnya"
@feryadreawan6153,2025-04-03T09:00:26Z,0,"AI akan mempermudah pekerjaan tetapi juga akan merugikan banyak seniman, bahkan hingga mematikan kreativitas."
@uzimaru1992,2025-04-03T08:19:08Z,0,Pusing sama hal yang anda sendiri nggak terlalu berminat. Mungkin harus dipikirkan ulang... Itu untuk apa?
@fellafireeeeeeeeeee9942,2025-04-03T07:51:16Z,0,Makasih banget bang udah mewakili 😭
@fahimmuhammadashari852,2025-04-03T07:30:57Z,0,"Jangankan Ghibli yg Hayao Miyazakinya sendiri membenci hasil karya AI. Saya sendiri bener bener eneg liat hasil AI dari konten kreator ""SAMPAH"" tukang nyomot konten tanpa seizin dari sumber aslinya"
@FaridRohman-rn9oc,2025-04-03T06:52:15Z,0,"Masalahnya tuh dijual, kan bangke yah😢
Yg beli juga kelewat goblok"
@RixelianVanHellcia,2025-04-03T05:49:31Z,0,"Bnr sih dulu gw takut ma AI mengambil alih bidang kerja finansial tapi kata dosen gw, dulu jg takut sama mayob aplikasi akuntan gtu yang bisa ngitung tiap laporan berbeda yang harusnya bisa dikerjain 6 org, tapi hasilnya ya mereka tetep butuh orang buat rancangan strategis, persentasi dan megang tiap pos, jadi intinya selama kita paham betul bidang itu dan mampu berdiskusi hingga beropini kita masih punya kesempatan, ya karna kata dosen ku yg diinget sih  "" teknologi tidak bisa diajak berdebat """
@DafaKecap,2025-04-03T05:45:00Z,0,AI image kntl
@AKen89,2025-04-03T05:30:32Z,0,"Awwkkkk,,,, asik banget ghibli style 🤣"
@ahmadpochinki1244,2025-04-03T04:41:49Z,0,"Dari awal sih gua gak suka udah lo gak usah mikir esensi seni, jiplak dan gak ijin itu dah gak etis dan gua kasian sih ama studio gibli"
@nzetid3261,2025-04-03T04:28:47Z,0,"Jadi sekarang kita memiliki standar yg berbeda dari zaman sebelumnya. Zaman sekarang, level crative yg tinggi tidak akan dapat digantikan oleh AI. Tapi ai akan mengikuti langkahmu. Karya mu pun klau tanpa nama tak akan bisa di generate oleh AI. Jadi sekarang kita perlu beradaptasi di zaman kemajuan ini.
Maaf klo ada salah kata"
@raffieattiqi3379,2025-04-03T04:27:55Z,0,shock banget ada yang jual gambar AI (yang harusnya bisa digenerate sendiri) dan lebih kocak nya lagi kalo misal masih ada yang mau beli wkwkwkwk
@kambingkusut4824,2025-04-03T04:08:07Z,0,"lewat di x, gambar artis nya di download ama ai prompter, dia generate ulang pake chatgpt, post hasil generate di akun nya dengan caption ""better"" 
DEYM kurang menghina apalagi tuh, emang harus di regulasi ni penggunaan AI"
@BlackCrust,2025-04-03T04:07:45Z,0,"Sesama artist aja ribut, apalagi lawan AI malah banyak ributnya juga soal saling melabeli standar ganda. 
Udh kek ngomongin politik, agama, negara wae lama².

Absolutely Cinema. ✋😩🤚"
@alffa2004,2025-04-03T03:57:51Z,0,"bikin gambar aja bukan bikin film animasi, harusnya ghibli merasa diidolakan, kalau bikin film animasi dengan AI style ghibli bolehlah protes"
@Schumori,2025-04-03T03:57:04Z,0,"jujur aja pake AI buat membantu ya gpp, yang buatnya AI jg gk salah, samalah kayak recommended seach google kalian, kan itu pake AI, nah yang salahnya itu orng yang menggunakan AI sebagai pengganti skill, baru itu salah. (Tapi buat kasus yg satu ini orng yg buat AI nya sama yg gunain jg salah)"
@Aldyyy_rey66,2025-04-03T03:35:27Z,0,"No no kga ilang"" elitis NPD dan pick me lu dari dulu wkwk"
@St.Saunders,2025-04-03T03:34:17Z,0,"Telat lu pada baru protes keras sekarang 😂, dari kemaren-kemaren ketawa² aja, bahkan art dari anime yang lain dicolong juga, elu pada diem, baru bergerak pas ghibli ini doang karena fanbasenya emang gede 😂. 

Ai nggak mengambil pekerjaan manusia, tapi manusia itu sendiri yang memberikan pekerjaannya ke ai"
@Youcantdo-f6l,2025-04-03T02:52:38Z,0,"Aku gak masalah kalo generative ai atau image generation dipake untuk hal lucu-lucuan atau gabut tapi saat ada orang yang make ai image generation dan memanggil dirinya ""artis"", Aku berharap mereka mengerti betapa gak berbakatnya dan gak bergunanya diri mereka."
@kevindimass,2025-04-03T02:33:08Z,0,Jangan jangan next stylenya junji ito
@NgapainS,2025-04-03T01:41:32Z,0,"Kenapa ga boleh generating sesuatu pake AI? Maksud lu ga boleh tu dalam hal apa? 

Gw sering generate code sih untuk kuliah dan itu membantu banget, apakah gw jadi bodoh karena ngoding pake AI? Ga juga soalnya gw tetap belajar, tapi memang ga sejago orang2 yg udah mendalami koding sebelum ada AI

Tapi kalo generate image/music/video untuk dikomersialisasi sih ga pernah gw. Jadi sebenarnya generate AI gimana sih yg ga boleh bang? Secara etikanya"
@NgapainS,2025-04-03T01:27:39Z,0,Ga pernah make dan ga peduli jg. Kalo orang yg makenya senang ya biar aja lah
@masmjauharkholif5934,2025-04-03T01:21:57Z,12,"Sebagai orang yg pernah kuliah IT dan juga kuliah desain..
Jujur mau bilang, sbnernya prinsip kerja generate AI sndiri itu umum juga dilakukan sama illustrator manusia, tapi mau ngomong gini kyk nelan ludah sndiri gara2 commishku mulai turun"
@balangkedoh4691,2025-04-03T01:18:00Z,0,"AI era is Industrial era 2.0, if you know what i mean🤔"
@diki1720_,2025-04-03T01:15:22Z,0,"Gakaget kalo 1thn 2 thn lagi ada orang masuk penjara gara gara ada video AI cabul atau kriminal lainnya pake muka dia, menurut gw kalo ai ini masih bebas digunakan siapapun dan untuk apapun, bisa bisa perang dunia ke3 pecah jir 🗿"
@Goddisz,2025-04-03T01:11:54Z,0,"Gw bukan penikmat animasi kartun selaras Disney atau Ghibli. Tapi ini menyangkut hak cipta. Gw tetep stand untuk hak intelektual Ghibli. Apapun penggunaan nya, jika terlihat mirip maka sudah bersinggungan dengan haki, dan sudah jelas harusnya dituntut jika penggunaan nya komersil. Tapi bayangkan lu lagi jalan-jalan, kemudian ada baliho yang menggunakan karya mirip banget sama karya lo yang udah lo bangun selama puluhan tahun. Hukum di Jepang mungkin agak 'longgar' masalah AI semenjak revisi tahun 2018, mereka tetep sah jika penggunaan nya untuk riset dan pengembangan AI itu sendiri, parahnya regulasi ini ngga perlu izin dari si pemegang hak cipta. Itu di Jepang, ngga tau di Indonesia."
@izzdsyh,2025-04-03T00:50:22Z,0,"buset fun fact! kalo sampe ada orang yang joki buat promting aja menurut gue apa gunanya lu sekolah gilaaa, chat gpt itu masih bisa paham bhs indo cuy!!??.."
@hehecoool,2025-04-03T00:01:47Z,0,"""Pada saat suatu kesenangan suatu kelompok diganggu padahal kesenangan tersebut hal yang salah. disitu orang yang tidak punya akal sehat menjadi hewan liar"""
@robyhairaputra1475,2025-04-02T23:42:54Z,0,Bg rambut lu makin mundur
@kreasikampungku7694,2025-04-02T22:03:45Z,0,"ghibli,, no .... lebih suka film real action"
@alifaqih9042,2025-04-02T20:26:06Z,0,"Menit 5 adalah poinnya.
Kalian menggunakan jasa korporasi besar yang mencuri hasil kreativitas seorang seniman."
@sigitandriana8661,2025-04-02T19:33:12Z,0,"Saat ini semua yang dihasilkan AI tidak ada SOUL di dalamnya. 

Tapi entah di masa depan."
@fatihjagadraya,2025-04-02T19:17:00Z,0,"Bukan ghibli doang semua gaya karya seni bisa di tiru sama ai, bahkan sekelas maestro indonesia affandi juga bisa ditiru"
@dimasangga385,2025-04-02T18:05:53Z,0,"ada bang, kemarin studio ghibli ngesomasi salah satu aplikasi AI karena perihal naming product ""ghibli""nya"
@risqy_r7392,2025-04-02T17:16:32Z,0,"Sampe sekarang aku blm pernah nonton Ghibli, entah kenapa, meskipun aku suka anime"
@Lucky7-qy3rk,2025-04-02T17:14:10Z,0,"Yaelah baru ghibli, ntar juga muke lu picaso banget, muke lu da vinci, muke lu van goh, muke lu banksy. wkwkwkwkw"
@Semuel-fo6ef,2025-04-02T17:06:06Z,0,"Nah gini maksud gua,, akhirnya ada yg ngewakilin"
@fauzanbangor463,2025-04-02T16:54:44Z,0,"Sayangnya bang Eno, tak akan ada yg selamat dari yg namanya Artificial Super Intelligence.."
@rownycool354,2025-04-02T16:51:03Z,0,karena lo wibu no makanya gk suka ghibli
@Rizkia.D_Aulia,2025-04-02T16:40:04Z,0,"Dulu gua selalu ngira kalau perkataan Elon Musk dan beberapa orang yang memperingatkan bahaya AI adalah suatu hal yang berlebihan.

Sekarang akhirnya ada satu fenomena yang buat gua sadar bahwa apa yang mereka peringatkan itu benar."
@riajuu5046,2025-04-02T16:34:39Z,0,"Kalo menurut gw, selain masalah copyright, critical point generative AI ini memang gak compatible dengan yang namanya seni. Seni (gambar, musik, video, novel, dll) itu semua hasil abstraksi pikiran yang sifatnya kualitatif. Penilaian karya seni juga subjektif dari para audiensnya. Jadi memang wajar, kalau artist itu menentang AI di artspace karena ya mereka menghapus aspek pikiran dalam karya seni yang sifatnya personal dan subjektif, terus direduksi jadi algoritma matematis aja. Ini benar-benar menghapus pekerjaan artis bahkan eksistensi manusia dalam membuahkan hasil pikiran yang abstrak. Beda konteks kalo ada yang nyamakan AI art dengan photoshop, simply karena photoshop gak bisa membuahkan ""pikirannya"" sendiri. Better sih AI itu diilegalkan dalam generating art, cukup pakai untuk keperluan yang memang sifatnya mensimplifikasi perhitungan matematis yang rumit. Contoh AI untuk traffic system, untuk OEE/productivity, dll. Better sih menurut gw AI bekerja membantu di bidang yg begitu, yang jelas objektif dan measurable."
@meyerlansky7460,2025-04-02T15:25:11Z,0,"Sebelum ghibli style kek nya AI, udah bnyak niru art style deh... Kok ramenya sekarang ya?. Tapi ya emang bingung juga sih..."
@TNMOTO,2025-04-02T14:07:44Z,0,"manusia pun belajar awalnya dari meniru, memang ada yang benar benar original?"
@abdulhakim4639,2025-04-02T13:56:44Z,0,1:44 mungkin lebih tepatnya not my cup of tea?
@AllCELL22,2025-04-02T13:02:44Z,0,Sumpah No ko di video ini banyak verifikasi no
@XAVIER12215,2025-04-02T12:56:50Z,0,Malah ada yang buka jasanya gilaaa sihh
@ututututubrrrr3531,2025-04-02T12:37:50Z,0,"setelah buruh pabrik kalah telak melawan robot, sekarang para artist sedang berjuang melawan ai. mari kita tunggu siapa yg menang, lumayan buat hiburan. ok wkatunya balik malas2an manfaatin duit warisan simbah yg keliatannya gak bakal abis sampe gw mati 🤣. selamat berjuang para manusia2 miskin yang masih perlu kerja untuk hidup 💪, walaupun tidak terlalu peduli tapi gw masih ada dipihak kalian"
@Purloco,2025-04-02T12:31:23Z,0,"gua minta prompt soalnya waktu gw suruh gpt generate ghibli style dia nya nolak bang, gatau dah kenapa di gua ga bisa"
@Agar420,2025-04-02T12:30:08Z,0,"Gw ajarin ternak aja sini lu pada, gw yakin gaakan tergantikan oleh AI setidaknya 10 tahun lagi (di Indonesia)"
@KeemasanAnnike-e9k,2025-04-02T12:16:07Z,0,АXL𝟳7𝟳menyediakan platform untuk relaksasi dan hiburan.
@IsagiBasudaraBiznetSoloRaya,2025-04-02T12:05:52Z,0,terus yg salah siapa bang? salah pihak perusahaan ai nya kah??
@poly1455,2025-04-02T11:47:49Z,0,"Alasan gua alih profesi / keterampilan dari Artist, 3D, Vector menjadi Video Editor, Graphic Designer, dan Motion Graphic."
@EvanAsima,2025-04-02T11:39:12Z,1,"Gue tim orang yang gk terlalu suka ngikutin trend alay☝
Kyak velocity, trus ai ini apalah"
@Darlilian,2025-04-02T10:58:48Z,0,Gw sebagai orang yang hobi gambar sampe berantem sama ortu gw
@youramigos-yt,2025-04-02T10:30:54Z,0,0:02  wkwkwk sama bang
@AdrIsCooool,2025-04-02T10:25:50Z,1,6:09 ngakak pls😂
@andrewalexander8223,2025-04-02T10:24:33Z,0,"bang coba bahas cosplayer yang ngejoke rasis ke speed di china bang, katanya lagi kena goreng netizen sono tuh"
@Lucielpedia,2025-04-02T10:23:21Z,0,welcome to indonesia emas 2035. minim literasi minim kesadaran.
@HydraCross,2025-04-02T10:22:44Z,0,ada yang open komis ghibli style harganya 10k 
@suppies7330,2025-04-02T10:09:47Z,0,Gibli artinya apa sih? Gibran Linglung kah?
@rioreskapati,2025-04-02T09:57:44Z,0,"menurut gw negara harus fokus memfasilitasi integrasi manusia dengan  AI. kolaborasi manusia dgn ai adalah standar baru pada industri masa depan. ai ga lebih dari tools yang bisa kita gunakan untuk menghasilkan karya. buat gw very good job untuk open ai yang mampu membuat ai bisa mengenerate gambar sesuai dengan artstyle yang kita inginkan. yang brengsek itu menurut gw kalo pake nama studio ghibli kemudian mengkomersialkan hasil karyanya. justru letak tanggunjawabnya ada di pengguna sih. yang salah itu bukan ai atau perusahan pembuat ai tetapi niat pengguna dan cara dia manfaatkan ai. 
Ibarat luh punya senjata dan tembak orang, yang salah itu elu bukan senjata atau pembuat senjatanya."
@jamjam5687,2025-04-02T09:45:39Z,0,"Image generate ini bagus aslinya khusus nya identifikasi gambar atau barang bukti vidio/gambar yang suspect nya buram, misal ai di training dengan foto muka, nah saat gambar/video itu buram di muka bakal tergenerate mukanya atau istilah nya di generate biar lebih jelas, kalau nggak salah teknologi kamera hp sudah ada wkwkwk. buruk nya ya gitu buat aneh aneh wkwkwk."
@miawuwu2255,2025-04-02T09:36:15Z,0,"imo, problemnya bukan AI, bukan copyrightnya, tapi kurangnya kesadaran (lack of awareness) terhadap situasi. lagi-lagi, karena masyarakat kita itu terlalu FOMO sama apa-apa yang ada disosmed, mereka nggak searching mereka nggak menggunakan akal dan ilmu pengetahuan mereka, mereka akhirnya menggunakan fitur yang harusnya mempermudah pekerjaan seseorang secara sembarangan.

dan iya, sama seperti kasus sound horeg, majelis pakai DJ, atau berwisata ke kuburan, masyarakat kita menganggapnya sebagai sebuah inovasi. sesuatu yang akan meningkatkan value dari masyarakat yang sudah ada (padahal nggak)"
@leonardoyokal9709,2025-04-02T09:35:57Z,0,Gw bikin foto gw dgn istri jadi tema Studio Ghibli. Enjoy bro chill 😂
@rrrrrrr202,2025-04-02T09:14:56Z,0,"saya animator, dan nga segampan gitu buat animasi hanya pake prompt. kadang kala client itu mint revis, contoh garis ini garis itu ketebalan, tolong ditipisin atau shadow ini shadow itu hilangin, ada banyak detail yang nga bisa kita hanya pake prompt! Ai itu hanya mampu ya buat gitu gitu aja!"
@EvXzecly,2025-04-02T09:07:41Z,0,"Gue setuju bang, kita bukan anti Ai, tapi justru manfaatin Ai hanya sebagai alat bantu untuk memperkecil celah waktu dipekerjaan kita.

Kalo ngomongin soal gambar, jujur gue gak setuju banget dengan orang yang terlalu banggain gambar Ai, iya karena itu bukan karya dia, ditambah lagi generate image anime ai ini dasarnya masih abu abu, alias hak ciptanya jelas dipertanyakan, walau hak cipta dalam dunia gambar sendiri gak punya fondasi kuat ke arah klaim hak cipta kayak karya lain seperti; music, film, soundtrack, game, brand, logo, dll.

tapi tetap aja kalo bukan hasil gambar sendiri sampai heboh dan bahkan dengan entengnya ngejual, itu jelas bisa ngerugiin banyak pihak gak cuma studio gibli itu sendiri."
@fickyzaidmukhlisin2065,2025-04-02T09:07:20Z,0,internet open source
@clarafaustita,2025-04-02T08:28:20Z,0,cuan stiap hari hanya di *KODOK365*
@fauzirusyda8332,2025-04-02T08:22:08Z,0,"Gw bahkan ada liat orang jual jasa buat gambar Ghibli 10k, waduheeeel artist diluar sana butuh skill, imajinasi dan waktu sedangkan lu tinggal ngetik beberapa kata jadi dalam 5 detik itu lu jual 10k bjr lahk, kalau ditanya mana lebih effort dr Richard lee atau lu gw bakal jawab dr Richard lee dah, yang beli pula keknya sangking malasnya ditanya 44+20 malah liat kalkulator, yakali nulis beberapa kata doang gabisa"
@Masneyguro17,2025-04-02T08:12:40Z,0,"Unpopular opinion, style Ghibli itu ga sebagus yg orang orang kira"
@Mahar_Id,2025-04-02T08:12:26Z,0,"Bang coba cari regulasi hak cipta karya seni di Jepang untuk AI. 
Gua menemukan fakta yg cukup unik dan mencengakngkan bahwa regulasi di Jepang tentang hak cipta (copyright) karya seni ternyata Memperbolehkan karya2 seni untuk dijadikan data training AI.

Kemungkinan besar kenapa Studio Ghibli belum mengeluarkan pernyataan tentang fenomena ""Ghiblify"" ini, mungkin karena karya seni dari mereka secara hukum/aturan di sana (Jepang) diperbolehkan untuk digunakan sebagai data training AI, salah satunya ya buat tarining si OpenAI ini."
@jun_senba4146,2025-04-02T08:00:09Z,0,"Tutorial Rebus Telur aja ada, dan hal ini (Gibli-Giblian) bukan termasuk dalam list gua, Fomo ini terlalu sampah untuk masuk di daftar list gua"
@synzz.,2025-04-02T08:00:06Z,2,"sebagai software engineer salah satu solusi yang gua dapet saat ini biar ga digantiin AI yaitu ""work with AI"", dah banyak orang luar yang nerapin ini di perusahaannya"
@seaturnu5,2025-04-02T07:38:38Z,0,"semoga ghibli hire divisi hukumnya nintendo klo mau sue open ai, kebukti bertahun tahun jago banget mereka cari celah hukum wkwkwk"
@narkosimpak,2025-04-02T07:38:34Z,0,"Dari awal AI itu nyolong. Bukan cuma ghibli yg jdi korban, artis lain juga banyak. Kenapa kok AI seperti open AI tidak merekrut contributor utk mengisi data mereka? Katanya mereka berbasis data yang gede, kok malah nyolong. Canva aja itu pakai gambar2 kontributornya buat menggenerate gambar. Dan kontributor itu di bayar dari setiap gambar mereka yg di generate."
@TomyMusashi,2025-04-02T07:18:42Z,0,"Bagi gw, fenomena ini baru awal... Dimasa yang akan datang, gw rasa AI akan membuat sesuatu yang besar, yang akan mempengaruhi kehidupan manusia yang normal saat ini"
@tahanosakuraii9092,2025-04-02T07:03:10Z,0,"Kalo AI terus dipakai sebagai ""Alat utama"" buat  hal hal kreatif ya nanti manusia bakal terbelakang/malas"
@ikhwanadli1409,2025-04-02T06:58:43Z,0,Aku ter Ghibli ghibli 😂
@F2nzz,2025-04-02T06:40:06Z,0,cringe 0:25
@alfhifauzan4307,2025-04-02T06:31:34Z,0,"Gue lebih gedeg sama video AI mas wapres yg gurun. Ucapan idul fitri, lokasi di gurun, tapi ada monas. Apa artinya ini??"
@HyrozArt,2025-04-02T06:31:31Z,0,"sebagai seorang seniman gw agak sebel sih ada org open comis cuman modal masukin prompt berkedok ""kreativitas"""
@yuell1xu3,2025-04-02T06:28:09Z,0,"gak bisa ngomong apa apa lagi, udah pasrah sama masa depan as ilustrator, aku bener bener harus lepas impkan ku wkkwkwwkwkkwkw"
@Petronelaeye-w6q,2025-04-02T06:15:44Z,0,"Sikat habis semua bonus dan promo di 𝘼XL𝟳7𝟳,auto jadi jutawan!"
@oraisteunyu,2025-04-02T06:02:45Z,0,"udah 2 tahun gambar AI merajalela pendapat ku kek gini
- Kasian : karena, consumer di suruh bayar oleh orang yang beli app AI nya dengan murah, mereka balik modal dan dapet uang cepat dengan modal dikit. Dan consumer cuma dapet gambar hasil 3 detik tanpa revisi dan teirma2 aja kalo jari nya ada 6 

- Kasian : beberapa temen2 vtuber merintis ada yang make AI buat thumbnail, ada yang dikasih gambar AI buat menuhin hashtag fanart ( hal yang bagus ). Dimana fanartist butuh waktu 1-2 hari buat gambar, namun kalo pake AI bisa rutin tiap hari ngegift fanart (dimana itu bagus buat perkembangan karir vtuber itu sendiri ). kalau secara kualitas, tetep kalah jauh dari yang beneran gambar pake tangan dan hati (menurutku).

Ku mau tanya buat yang bikin aplikasi AI nya, lu udah untung berapa ? hasil gambar Ai yang beredar sekarang itu hasli keringet lo dan lo ga dapet credit nya setitik pun, apakah lo bangga ??"
@Daiyn_,2025-04-02T05:59:55Z,0,"kamu fyp mulu di yt sama ig ku bg, jadi ku subs"
@kertascoret374,2025-04-02T05:59:06Z,0,Untung aja pemerintah jepang ga kyk pemerintah indonesia coba aja terjadi auto dikecam habis2an sama warganya pasti.
@vitoadhiyoga9945,2025-04-02T05:50:49Z,0,"gue animator dan baru aja dapet project animasi AI dr salah satu kementrian
ga ada pilihan lain selain ""adaptasi"" 😢"
@ayi-y2k,2025-04-02T05:36:06Z,1,"Pernah masuk ke komunitas ai di fesnuk, isinya malah bagi2 prompt ai, ngebahas ai apa yg bagus, aku ngira itu komunitas ngebahas ai itu sendiri maksudnya ngebahas algoritma, pembelajaran mesin, saraf tiruan dll gitu lah"
@qiart7637,2025-04-02T05:28:40Z,0,"Ada yang bilang, ""tapi kan dulu orang nggambar pake kertas, sekarang pake komputer (digital) fine2 aja tuh."" 

Bruh, lu mau nggambar pake kertas atau komputer kalo nggak paham dasar (fundamental) nya, ya tetep aja hasil nya gak bakal maksimal. Mau lu nge foto pake kamera analog atau DSLR, kalo gak paham komposisi, pencahayaan, & sebagainya, juga sama aja bakal kurang hasilnya. Tapi AI Generate tidak punya itu semua, tinggal ketik prompt beres (mana hasil nya gacha pula) 🗿. Masalahnya teknologi AI Generate ini nyolongin gambar2 orang yg udah susah paya bikin, tanpa ngasih royalty apapun ke pembuat asli nya. Abis itu hasil AI nya di duit in pula. Kocak bet liat iklan ""Open Commission, tidak menerima revisi"" Lucu sekali. Gw lebih iklas gambar gw dipake buat contoh orang2 yg baru belajar gambar, SILAHKAN 🙌 gw lebih bangga Original Character gw digambar ama bocah 10 tahun, ketimbang di pake buat makanan AI."
@elsadesriani4830,2025-04-02T05:19:38Z,0,ai tu nyuri anjir mmk
@hanifnaufal3D,2025-04-02T05:11:45Z,0,"yang PRO AI banyak yang ngagep yang KONTRA tuh ga mau sama perkembangan teknologi, padahal yang KONTRA tuh pengen ngasih edukasi cara yang bener pake AI buat hal yang bener secara pipline dalam berkarya. kaya AI di pake buat cari referensi, AI di pake buat mempelajari hal yang belum di ketahui, dll jadi berkarya nya tetep menggunakan tangan dan otak asli orang nya. nah si yang PRO ini tuh emang ga tau apa apa soal cara menggunakan AI yang seharusnya. kalo si yang PRO ini cuman pake AI langsung generate image buat cari duit aja sih itu salah banget, karena ya apa yang di jual nya, masa iya ada yang ngasih harga 10rb buat bikin illustrasi (karena pake AI bikin nya) otak nya dimana gitu loh, malah banyak masalah nya karena bisa merusak harga pasar illustrator yang pemasukan mereka tuh buat makan sekeluarga.
di luar negeri berlomba lomba membuat engine AI nya, di indo malah berlomba lomba pake AI nya doang."
@TesTorWiz,2025-04-02T05:10:30Z,0,"Ngepromp aja perlu diajarin, sok sok an ngebelain AI generated image udah kyk ngebelain agama. Goblok emang."
@dzaki8331,2025-04-02T05:03:10Z,1,"Aku menginginkan A.I untuk membantuku mencuci baju disaat aku bekerja 
Bukan menggantikan pekerjaanku sehingga aku jadi pencuci baju"
@arilnlius,2025-04-02T05:00:41Z,0,"10:31 Masalahnya adalah, ada pihak yang tidak akan senang dengan hal ini. Dan jelas mereka adalah para kapitalis. Dalam ekonomi, semakin tinggi kualitas yang dimiliki pekerja, maka semakin tinggi upah yang dibayarkan, begitu pun sebaliknya.

Meningkatkan kualitas SDM dapat menjadi solusi untuk internal si pekerja, tetapi secara eksternal, yang mencakup dunia kerja itu sendiri, itu menjadi sebuah tantangan."
